1200  4500
 544 1147 5.32847
 914  312 2.67122
 153  666 1.35471
  47  608 8.26004
1161  168 3.61624
 460  284 1.25668
 660  504 5.4422
 610  349 7.97582
 405 1019 7.50752
 577  261 6.6437
 509  742 9.46582
 203 1185 2.42892
 379  948 2.56212
 274 1190 8.50588
 814  129 8.77377
 999 1197 1.08906
 971  711 4.56353
 203 1132 7.725
 359 1101 9.47482
 362  168 1.94738
 319  965 1.55548
 168  650 3.2065
 714 1171 5.8552
 679 1186 5.3533
 763  580 5.57537
 288  399 6.74358
 115  374 4.22023
1109   11 2.75405
1005  895 0.562253
 956  246 2.12233
1194 1031 5.24733
1005  430 7.18257
 561 1195 6.49628
 299   30 7.11705
 305  768 9.65576
 549  170 4.5785
1175  251 7.48975
 963  820 3.30995
 515 1017 0.459252
 111 1151 5.83437
 171 1085 9.518
  13  420 4.01913
 535  267 3.67885
 295  851 2.09161
 200  405 4.42846
 841  837 7.86563
 910  760 5.79951
1182 1116 7.61641
 620  738 9.15194
 102  670 6.40022
 368  755 5.0317
 148  829 4.29356
 139 1059 4.48907
 340  657 4.57082
 999  731 4.78043
 531 1067 7.6596
 788  532 8.89931
 290 1128 0.814466
 948  530 4.86041
 372  618 7.18114
1066  915 1.62416
 269  530 2.35119
 684  187 8.12096
 977   48 1.42887
 647  735 5.2181
1112  308 4.13378
  85 1092 3.23997
 238  657 8.62494
 675 1049 9.11227
 529 1101 2.8468
  24  404 2.03517
 915  370 8.2574
 338 1046 7.50504
 565 1006 4.13525
1088  829 1.12227
1175  551 9.36078
1011  291 7.61097
 526  438 4.90719
 738   35 7.88607
1197  981 5.55933
 905  339 1.79437
 643  903 1.6996
 809  209 6.70969
1049  533 6.52981
 881  829 9.49963
 850  676 5.30694
1167 1165 2.6894
  12  894 8.75058
 830  779 1.98334
 645 1043 2.98957
  11  660 7.67457
 440 1177 8.60415
 746  579 0.605805
1085   15 8.13735
 536  539 9.75416
 853  829 4.33441
1133 1040 4.21221
 614  332 7.96731
 891  342 6.34832
 428  467 8.1726
   8  951 4.45214
 944  745 3.4828
  56  157 1.1628
1180 1080 1.36298
 316   32 6.29558
 990 1067 9.41755
 418 1190 6.97613
 612   91 9.62976
1192  716 5.85917
 636  874 0.702361
 474  828 4.57088
  23  317 5.84141
 225  846 8.86159
 257  910 6.20665
1164  672 9.73002
 371  498 7.6217
 220   30 2.76209
 140   27 2.25305
 250  649 0.375137
 691  807 9.42996
1156 1136 6.2296
1195   81 0.975633
1115  937 5.45404
 900  187 1.44503
1063  100 1.28856
1023  170 4.3845
 625  129 0.478048
 296  582 6.00757
 536   31 4.62199
 691  649 0.62008
 512   64 4.7187
 887  292 9.58855
 509  519 8.40248
 351   66 5.21148
1025  583 7.98864
 166  287 7.00462
  88 1011 0.805685
 862  357 1.56752
 413 1026 8.60657
1009  933 8.22736
1078  449 8.64144
1022  401 8.90021
  81  398 9.56207
 832  535 8.69656
 630  924 3.31723
 362  984 2.83723
 571  338 1.87107
 240 1003 6.4263
1116  847 4.49617
 233  363 3.65085
 874  759 3.70193
 936  196 3.7608
1029  737 4.12984
 463 1140 7.43472
 392  505 4.2009
 641  689 3.13757
1029  798 8.06639
 930  324 3.41718
1089  793 1.4835
 898 1027 3.37168
 688  766 2.61246
 556 1042 4.23297
 125  704 7.97037
 649  887 0.590875
 341  936 4.50893
  84  291 2.53345
 305  848 5.54992
 719 1031 3.89395
  38  522 1.07092
1110  344 3.14127
1033  465 6.32457
 198  958 4.59929
 201  198 0.303473
 476  618 1.70288
 752  571 7.51978
 650 1165 2.09893
 733    1 9.27251
 124 1145 1.62066
 632  994 8.46773
 703  973 8.53415
 762  804 3.91053
1091 1162 0.42313
 140  339 1.54364
 941  507 3.2984
 597  962 1.92304
1070    9 1.45531
 365  238 8.16314
  12  966 4.72244
 804  211 0.576117
 385  340 3.762
1024  494 1.0554
 560  343 5.37082
 710 1064 4.47023
 602  985 4.9084
 631 1047 1.98946
 618  790 9.29116
 702  364 0.636787
1150  922 2.60723
 562 1117 0.491432
 380  602 9.04631
1091  478 1.40568
1184  480 1.16664
 205  108 0.721109
1185 1087 6.06216
 403 1108 8.28501
 790   83 6.27848
 950   77 2.55007
 957  295 4.91764
 179  962 0.431354
 864  577 3.32378
 255  787 7.54062
   3  858 2.73559
1095 1113 7.75608
 492  662 4.71363
 397  711 6.72918
1095  655 1.68301
 273  319 9.52743
 650  639 4.41376
 884 1056 3.28317
 418  155 1.50054
 538  302 7.14785
  95 1189 3.30262
 785  197 7.37217
 819   53 5.22196
 396  118 4.80835
 669  502 8.70633
 130  904 2.75265
 753  284 9.55534
 604  136 9.75032
 274  350 6.76308
1004 1051 1.46996
  41  594 3.62376
 215  637 9.23779
 644  651 0.54093
 300  197 6.34477
 739  312 2.61754
 615  334 2.33231
 697   12 4.60893
 759  683 8.27401
 643   79 9.79245
 737  971 3.28069
 163  847 6.2808
1082 1117 4.5144
 440 1159 7.19603
 434  493 0.897315
 992  200 0.929288
 367   70 3.49695
 408  671 2.63891
 254  625 3.45455
 147  653 4.17202
   5  991 6.13174
  90 1064 5.03265
 510   57 5.84547
 829 1145 1.87384
 232  675 2.1131
1089  392 2.15327
 604  938 8.86105
 186 1090 0.420896
 685  910 8.49592
 448  302 3.34313
 639   15 2.24929
  66   62 6.71314
 523  649 1.39392
 539  728 2.57526
 846 1195 2.46773
 417  881 9.44871
 545  782 4.56843
 208   26 5.85322
 260  505 4.24881
1093  568 4.06629
1033  848 2.08561
1029  166 2.98474
1198  465 9.67751
 966  779 1.53761
 688   81 7.66667
 931   11 7.15188
 449  242 4.22494
  52  491 2.14027
 181  430 8.07443
1135  440 8.86782
 310 1058 4.09165
  42  829 6.81284
 572 1132 3.0975
1099  575 1.73197
 629  879 9.14869
 577  978 4.55631
 502  699 3.38228
  99  552 1.60386
1067  636 2.00728
 182 1013 4.83117
1130  267 9.77594
 334  122 6.84286
 639  868 3.49069
 347  500 2.64744
 186   26 1.50204
 341  848 3.29974
 972  127 3.79043
 884  535 4.0278
 818  398 8.6562
 473  698 3.67814
 228 1172 0.423894
1067  292 6.91604
  54  607 6.4363
 423  911 7.51371
 662 1095 0.57668
1059  216 8.56728
 718  374 9.61692
 543  287 7.00827
 711  589 3.98357
1013   72 3.70684
 332 1048 6.40737
1191  926 1.42733
 276  381 6.26155
 682  744 9.76144
1073 1193 9.23836
 595   50 6.84732
 975  273 4.55753
1081  969 6.95797
 229   86 8.85956
1047  822 1.95654
 790  351 9.42114
 590  531 8.12685
1111 1094 9.38022
 398 1000 5.29128
 971  320 9.24584
 992  205 5.17238
1040  520 0.475234
 883  501 6.73659
 757   86 3.47178
 856  253 5.55644
 243  948 2.80686
 228  459 7.02531
 940  893 3.54835
 871  678 4.14326
 166  123 4.02108
 879  725 9.58681
 911  863 8.62025
 301  457 7.01334
 492   53 3.43405
1026  103 0.891208
 251   13 0.888489
 278  456 2.69882
 853 1160 8.24544
 167 1141 5.71593
 317  636 3.23066
  34 1067 8.92839
 994  308 1.81439
 887 1022 5.929
 793   56 3.54016
 671  532 0.398959
1099  440 1.56666
1194  210 4.89523
 997  962 4.96943
 947 1143 4.34775
 763  207 2.37171
 460  123 1.68317
 488  844 2.75062
 690  142 4.99102
 636  750 7.70817
 975  864 1.53976
  14 1199 6.24237
 280  388 5.91161
 648  259 8.29999
 463  550 1.47372
1114 1024 7.08329
 455  900 6.67714
1170  395 2.58628
 434  402 5.36016
 444  708 5.04155
  75  326 6.41919
 855  903 7.50272
 677  987 8.13196
 904  231 4.68047
1073  400 8.25674
 149 1022 1.99934
 651  855 8.60293
 897   78 3.58381
 840  619 8.73179
1120  670 1.95453
  47  928 1.06665
 168  381 7.391
1118 1069 3.68689
 150  693 4.99479
 823  353 3.64529
1117  719 0.911604
1173   68 4.36563
 390  883 1.14989
 335  812 8.4403
 562  770 6.56407
 595  149 3.88146
  98  541 8.64228
 548 1156 4.85306
  27  555 1.00704
 362 1102 3.62183
 717  517 6.47197
  28  649 5.54136
 943  135 6.47731
 816  385 2.66741
 917  732 4.37717
 118  272 2.70704
 885  254 6.53333
 481  759 4.21396
 456   25 5.84938
 305 1060 3.0131
 456  819 9.50794
 494  790 1.97867
 562  237 7.01616
 573  612 7.04038
 343  974 9.37821
 475  904 8.00201
 140   21 6.57723
 226  950 1.85424
 331  676 5.24158
 663 1052 0.742089
 142  887 4.86954
 656   94 9.25227
 898   16 6.60128
 869 1088 7.52977
 716  434 3.28121
 535   80 3.15467
  23  834 5.96837
 963  563 6.54628
 530  465 2.74369
 216  783 4.60031
  23  669 7.16163
 626  601 5.46651
 835  257 5.73559
 801  113 1.33631
   1  857 0.878616
 333  850 5.25237
1019  472 1.69297
1072  159 7.46478
1017  791 9.459
 290  409 5.22035
 555  322 1.96088
 484  634 8.71082
 752  404 4.04813
 486  116 0.83051
 821 1098 3.28427
 510 1160 1.69774
 201  105 1.60484
 609 1107 3.5622
 355  718 0.74501
 678 1013 7.8372
 196  859 5.28997
 457  754 5.91344
 605  754 1.07403
 984  519 8.28953
 674  224 3.50753
 581 1043 2.10716
1096 1084 0.432702
 587   62 1.96709
   8  819 6.92826
 732   99 3.36235
1191  875 4.36865
  35  683 5.4589
 997  962 0.383075
 168 1071 0.782702
 253  562 9.1026
 790  166 1.68528
 694  940 1.99727
 827  365 1.88301
 200  845 3.59494
 516  253 8.41846
 227  902 3.44365
 580  862 1.42024
 909  970 8.39178
 156   36 2.48618
 758  190 7.36903
 527  443 8.83321
1012  298 0.892435
 537  110 9.69875
 854  339 1.04069
 223  351 2.64748
1162  771 7.14184
 686  173 5.49573
 344  188 1.98487
 137  570 6.86359
 486  838 6.86279
 641  906 1.46541
 933  689 0.535638
 562  136 6.03514
  26  903 6.45266
 901  199 7.6209
 342  898 8.42629
 855  252 8.67366
 442   56 2.17838
 541    9 7.73393
 597  438 1.1122
  94  789 4.03671
 121  753 6.85164
1148  799 5.82668
1145 1030 9.58884
 454  807 9.09872
  58   73 1.61362
 526  610 8.08617
 199   43 0.675831
 807  484 5.84012
 309  574 9.51628
1101 1187 6.65712
 783  881 1.90426
 724  160 3.32247
 270  457 7.58667
1143  740 1.18887
 331  509 5.45381
 335 1057 7.66254
  22  569 3.34827
 968  361 8.6012
 562  895 8.62074
 539  560 9.60197
 553  452 4.15373
 735  437 0.410308
 749 1175 1.95767
 713 1070 1.97042
 155   82 0.872232
 422  606 0.870839
 498  686 5.03672
1113  548 6.64306
 590 1123 5.2727
 319   85 6.72418
 814  909 3.03499
1111   66 7.49376
 666  583 6.82386
 578  725 3.5584
 240 1007 9.5708
1034 1168 0.570811
 240 1035 5.96533
 916 1198 4.49368
 374  802 9.46924
1092 1155 6.35598
 518 1143 1.05899
 113  292 6.40207
 657  748 1.53355
 256  927 3.91077
 246  982 9.1766
 351  416 0.826832
 106  602 5.65284
 924 1022 3.64507
 974  124 2.24912
 328  564 3.83964
 575  518 3.63811
 699  552 9.53731
 297  900 7.66256
  74 1140 9.30503
 565 1079 3.75175
  66  921 7.17511
 335  190 7.27686
 256  133 8.07086
 324 1183 8.82872
 373  362 4.06974
 903  155 5.38009
 272 1165 6.96684
 709  253 4.12392
 973  242 6.79308
1028  732 4.43641
 859  932 3.18748
 300  800 5.86934
 945  714 3.84243
 913  431 0.385182
 440  592 3.42361
 520  605 4.03432
 998  374 2.32706
 980 1182 4.73828
 438 1163 1.99997
 166  214 2.82406
 537  112 9.25126
 690  860 3.3475
1131  173 5.52964
 763  911 7.922
 525  691 9.03186
 540 1046 6.19771
 148  485 6.30251
1130 1059 7.27257
 458  446 4.08363
 989  886 9.51871
1090  146 8.04434
 695  525 5.25225
 817  948 2.68696
 692  656 7.52407
 119  192 6.36843
 538  795 4.72186
 960  890 8.20295
 822  276 1.13826
 622  197 8.03888
1117 1184 1.15006
 563 1150 6.3999
  80  215 1.93248
1115  136 7.87291
1152  898 5.56611
 759 1078 8.93406
 545  393 3.84248
 759  595 4.76381
 651  465 7.07875
 764  103 6.2249
 656  190 9.77079
 338  581 8.92916
 108 1085 4.71391
 520 1037 3.01671
 800  676 8.16685
 677  202 6.4345
 801 1069 3.65326
 426  255 5.39864
 959  234 6.90664
 692  727 6.90143
 743   65 3.79748
1037  795 8.15153
 454  694 0.370688
1031 1048 9.49015
 955  414 9.39114
  15  567 3.13016
 615  535 3.24393
1067  516 1.63765
 892  224 1.58137
 827  818 5.7589
 111   32 9.00439
 168 1059 0.944441
1175  623 3.15471
 266  427 5.43135
 978  717 1.11653
 351 1032 2.34228
 631  403 6.427
 740  705 6.2296
 351 1184 5.49667
 694  617 3.5042
 635  705 7.38322
 620  482 7.38535
 204  395 2.97583
1070 1018 3.55783
 620  425 4.81119
 733  502 7.53592
1124   88 6.69296
 256  682 5.158
 389  167 5.421
1154  207 0.429994
1058  576 0.737265
 212  395 5.30404
 540   98 1.3194
 389  650 8.94368
1166  666 6.92543
 510  572 2.40671
 866 1177 9.64277
 246  284 7.58324
 594  758 7.97613
 627  514 5.95974
 328  683 9.54019
 760  206 2.60346
 837  708 8.7932
 684  760 6.51147
  17  874 7.44097
  57   60 1.0832
 426  639 4.74068
 981  727 7.34731
 316  140 6.73316
 761  564 1.93857
 922 1084 4.75895
 318  479 8.77842
1158  186 2.52906
 351  237 5.03196
 747  905 6.38846
 379  612 8.04108
 789  246 7.97259
 382  525 2.70567
 149  556 7.95604
 175  674 8.22285
 114 1014 0.490124
 611  548 4.84271
 297 1101 4.45237
 210  286 3.13134
 599  401 0.384373
 745  576 9.2205
 251  226 8.22279
1141  265 2.13638
1187  106 5.30406
1099  466 5.90389
 502  283 8.19548
 799  866 6.56292
  67  365 8.69814
 985  853 1.46981
 447  141 8.78711
 448  555 5.53827
  36  420 5.40603
 564  123 9.63898
 996  863 8.08864
 128  394 3.57566
1069  686 5.08861
 794  265 2.13031
 773 1011 1.4067
 960  996 5.16113
1096  579 8.82489
  39  718 8.78385
 574  300 2.5708
1186  495 3.12233
   9  154 6.9947
 541  268 5.09478
1080   88 9.73975
1039  490 7.73274
1149 1160 8.03922
 452  152 3.12008
 447  463 4.47479
1193 1145 8.55141
 933 1037 9.09839
 950  877 2.548
 929  975 2.80718
   5  126 6.06722
 424  889 9.75901
 170  149 3.79929
 527  892 5.84759
 108  427 2.31961
 480  602 4.95976
 391  894 6.09777
 679  461 9.78698
 461  126 1.26017
 945 1026 2.47171
  81  487 0.994316
  88 1003 3.64164
  59  861 1.51388
 836  176 8.9532
  95  205 2.72913
 155  372 5.66147
 640  566 7.15309
 508  812 6.32962
 193  445 3.44252
 425   87 4.17671
 331 1188 5.64909
 160 1180 2.25953
1068 1198 4.76433
 157  407 1.45766
1062  143 9.66225
 239  848 7.76008
 731 1068 1.17471
 512  683 7.58298
 129  531 0.351124
 700  864 3.42471
1005  906 4.32469
 611 1134 6.67707
 588 1180 0.40812
 605  926 7.64546
 727  783 3.66723
 808   84 2.48379
 509  818 6.64394
1040  373 1.99137
 561   76 8.73128
 970   78 4.79909
 595  970 7.61772
  62  918 6.39992
1069  975 5.0776
  34  860 2.28843
1159  846 3.42738
 756 1096 4.66071
 709  619 5.26514
 185  713 6.10791
  62  867 8.21015
 418  795 6.84154
 409  261 2.56236
 206  793 1.22086
 131  758 1.80181
 509  932 8.1501
 238  744 2.9043
 375  871 0.760918
1180  693 8.41261
 408  686 0.567285
 739  192 8.21693
  93 1097 1.05905
 463  226 8.72895
 330  743 8.67097
 998  334 1.15746
 402  131 4.33724
 508  605 6.83789
 499  132 9.2163
  50  568 1.5691
 834 1065 3.58265
 675  365 4.425
 835  751 1.21922
 753  778 1.70616
 660 1182 0.452116
  35 1109 4.67117
 980  835 6.58228
 121  264 7.95801
 770  986 9.4902
1075  308 1.05836
 669 1112 3.63211
 986 1073 7.5115
 753  471 5.43401
1110  786 8.09392
 901  538 9.34526
  60  634 7.55669
  59  307 4.60994
 577  540 3.52456
 951   27 8.98643
 410  843 1.70754
 682   51 2.13876
 707  361 0.83541
 764  355 9.26089
  37  984 8.25893
1052  335 3.56214
 643  625 0.850346
 894  859 8.33769
  53  787 2.61212
 733  578 4.39948
 189  963 2.2305
 199  303 7.19743
 915  226 4.58776
 245  502 2.58445
 686  188 1.35038
 962  796 4.69653
 555  288 2.55331
1197  198 7.25782
1034  198 4.81774
 151  522 6.75863
 837  614 3.38277
1061  114 2.75942
1153  677 4.11121
 892  300 3.01381
1197  998 9.65785
 842  425 1.49584
1078  820 9.50584
 549  162 8.07315
 922  482 5.26743
1061  497 6.93265
  43  336 4.9052
 277  498 9.57985
 601   11 7.35501
 839  510 1.39719
1007  334 8.97325
 664   76 9.15449
 905  446    5
1119  836 2.74926
 789  534 4.71329
 531  859 9.61823
 755  291 3.61944
 593  811 9.70965
 819  886 1.53376
 845  885 8.45571
 210  149 3.7661
 459 1001 6.93717
 433  433 5.93752
 471  661 7.69135
 983   45 3.66768
 402 1059 8.18043
 275 1121 4.19318
1127  467 1.60523
 988  515 4.26283
 952  329 0.695696
 139  690 2.12342
 189 1098 3.28767
 884  164 5.05476
 422  900 9.32785
 412  817 0.9359
 532  622 5.8292
1169 1068 3.79722
 206  824 9.63495
 683   95 8.656
 844  912 6.20143
1140  650 8.02268
 631 1177 7.98351
 157  524 2.34707
1152  757 6.90597
  55  942 8.22906
 311  253 5.34389
1178  781 6.97669
 770  745 4.45729
 561  569 7.0414
 241  497 1.07251
  14  292 0.657854
  91  336 5.11329
 497  716 1.35598
1150  607 9.35957
1156  522 1.72189
 227   46 7.19793
 511  583 2.82492
1072  486 3.01243
1061  782 4.75584
 389  667 3.99491
 887   13 9.2696
 858  804 7.12788
 333  734 5.49345
 867  493 4.17462
 806 1196 0.786817
 101  895 3.27104
 529  951 2.02735
  10  513 6.89934
 596  966 2.5572
 737  954 9.68142
 216  695 6.62021
 131  913 6.86677
 364  936 5.73909
 189   74 9.15204
 394  430 9.35213
1083 1164 3.88079
 456  137 8.06137
 496  339 3.20583
 599  210 1.55099
 636 1108 2.21816
 860  740 7.31901
 201  516 4.256
1095 1093 8.46804
 172 1044 3.37354
 794  781 7.88641
 713  774 0.87623
 140  360 5.56756
1069  664 8.04319
 210  233 6.21521
 951  670 7.14248
 331 1054 3.37052
 511  727 6.91727
 351  575 9.75943
 520  787 9.36373
 500  415 5.80945
 405  245 0.889869
 171  633 6.70892
 579  187 3.76796
 217  109 9.36931
 102  198 5.8767
  58  101 9.40768
 850 1015 3.64871
  28 1043 6.57618
 574  540 2.98321
 334  943 3.38597
  58  233 7.15224
 538  976 0.626503
 217 1054 2.25198
 256   73 2.68281
 320 1023 2.68422
 745  977 5.44023
 951  163 1.35561
 187  888 4.58871
 837 1077 8.29671
  79  964 9.6197
 929  838 1.83193
 848  411 0.374525
 132   38 0.894979
 910  569 1.56529
 159  151 8.91735
 450  469 9.52796
 494  351 1.73099
 403  922 9.10735
 173  588 0.601906
 457  931 6.12613
 956  995 3.50884
 217  416 6.83912
 482  954 0.985707
 717  279 0.328315
 920  613 1.31201
1172  612 0.777145
  84  201 0.407967
 836  648 4.00242
 731  492 9.79432
 615   35 7.51348
 849   32 4.48328
 533  930 0.859622
 879  830 3.9964
1039 1048 7.73245
 963  112 2.61558
 170  232 5.14494
 925    6 7.81232
 401  895 0.973279
 997 1107 1.57608
  18  816 0.474399
 739 1081 5.86265
  51  662 7.59414
 854  658 1.6576
 420  952 5.86237
1190   43 1.5925
 147  250 9.32211
 700  275 5.29568
  40  239 0.557761
 115  211 4.12554
 310 1109 6.3278
 509  689 7.97815
 257   61 8.72536
 943 1138 9.02341
1038   48 1.7966
 902 1019 3.31212
 575  223 7.16507
1173  483 0.551704
 443  557 9.16338
 483  620 1.0455
1083  959 8.04776
  77   16 1.86257
 381 1065 3.59272
 661  968 4.11198
1043  476 5.86177
1117   13 7.87742
 234  589 6.46425
 479  665 8.87235
  12  870 1.51427
 888  695 9.62554
1187  454 3.24038
 396  495 7.36816
 887  163 6.22206
1172  851 6.47088
 277  916 1.39672
 474  410 3.22889
 662  988 7.91714
 212 1067 2.2398
1071  396 4.83268
1017  590 7.77335
 809  808 0.792903
 528   23 4.6091
1106  438 7.21463
 842 1056 1.24183
 779  798 7.73161
 987  288 6.95914
 864  194 0.669564
 824 1124 1.68493
 245  963 2.85805
 765  770 3.66518
1097  642 5.78861
 666  929 5.6786
  21  551 8.39457
 354 1167 2.2183
 883  330 2.94282
 883  616 3.94428
 845  992 5.96231
 754  577 1.99914
 596 1084 9.44951
 949 1071 3.98485
 801  846 1.07794
1133 1026 4.16685
1054 1036 4.63915
  94  259 0.43533
 356   62 4.7582
  28  292 6.14698
 287  212 0.710949
 448  315 9.72089
 523  756 1.93005
 446   56 7.28218
 387  558 8.06911
  80  907 3.08777
  34  696 5.57746
 746  184 6.93025
 957  434 4.45372
 916  466 7.38417
 467  178 9.43063
 512  397 2.67702
 393  660 7.63231
 457  788 1.86773
 203  346 4.14512
 777  572 9.79881
 220  144 3.85476
 726   45 4.23538
 465  313 4.02605
 503  715 2.77293
1155  320 3.03841
1106  179 2.31917
 441  782 9.67436
 399  996 7.91024
 384   24 1.47495
 683  223 7.11673
 569  843 7.85715
 773 1098 0.689964
 133  242 0.353199
 811  906 8.12256
 911  201 4.1505
 979  598 8.87579
 327   16 3.01539
 727 1047 1.51823
1006  660 2.65619
 850  664 6.35435
 995  797 1.93733
 307  582 9.2611
 470  512 5.65625
1180  921 0.595886
 828   56 1.77226
1146   58 4.31321
 969  912 4.93888
 194   94 0.484201
 778 1182 1.38568
 682  785 9.619
 167   37 5.77398
 807 1010 9.26113
  37  284 0.76054
 799  585 3.082
1075  910 6.43152
 992  579 1.44353
 680  697 5.42492
 327  716 2.75245
 873   95 2.83065
 315  187 4.88429
 786  821 4.21656
 253  985 6.77832
1039 1099 5.83226
  51  554 3.87556
1111  166 1.91612
 276  743 4.53583
 374  828 0.381343
 355  350 7.10874
 404  367 1.91224
 595 1028 2.60899
 944 1152 1.64795
 919  101 1.91577
 386  103 6.35714
 122   84 7.91768
 865  100 0.376923
 471  603 3.39901
 318  103 2.80229
1162   91 0.448498
 315 1112 4.06339
 445  657 0.364237
1103 1026 8.15759
 739 1020 7.44875
 794 1009 5.92805
1108 1108 1.47781
1048  639 9.43239
 910   79 4.1059
 329  193 2.49979
  46  910 3.12518
  35  904 0.597337
 293  713 4.72598
1171  761 5.7464
 926 1173 7.04056
  72  709 5.97296
 906  452 3.02355
 746  207 6.29581
 697  596 7.43704
 606   99 8.86889
 939 1046 7.62872
 125  119 8.97973
 728  464 8.96304
 104  439 1.065
 455   87 3.09472
1022  970 0.919548
 198  185 6.099
 283  551 5.16525
 614 1178 2.48206
 203  162 7.36131
1114  572 1.75612
 596  348 7.9058
  38  808 3.5615
 778  222 0.60013
 516  396 7.54689
 242  269 6.54493
 825  488 6.71664
 637 1025 5.49276
 148  181 7.06566
 764  908 7.22129
 284 1124 8.2068
 906  422 6.83966
 990 1152 8.62403
  80  983 3.81856
 922 1023 5.31317
 822  338 6.25895
1070  996 8.40829
 543  651 7.46071
 327  218 8.37336
 779  133 2.81811
 499 1094 7.48232
  19  298 8.48639
 678 1180 9.3531
 942  657 5.22711
 820 1033 2.86421
 902 1004 2.90651
  16  519 4.75447
 469 1098 7.49669
 673  519 7.65019
 119   92 4.27186
 718  636 4.24957
  68 1125 1.65391
   4  179 5.26944
 662  711 5.52144
 281  354 1.02753
  36  246 9.04072
1122  761 6.80837
 769  542 6.90745
 955  438 1.39888
 475  132 1.81636
1121  543 2.40755
 554   83 3.2103
  11  556 0.775941
 804  545 8.14699
 175 1191 3.09754
 543  151 3.92598
1166 1167 6.34787
1121  724 8.85596
 786  574 1.98873
  22  895 1.8864
 350 1024 6.86436
 215   72 4.38427
 771  478 2.80017
 697  181 4.64475
 847  230 3.64412
 921  785 9.19021
  49 1079 8.64039
1100  497 1.9223
 288  648 1.01366
 452  139 7.95365
 338  743 0.537242
 341  704 9.47147
 584  288 6.20622
 824   25 0.84075
 649  883 4.06862
 665  403 1.9643
 147  178 9.57038
 982  547 4.92515
 373  265 2.05068
 829  206 5.67591
 817  206 3.24132
 576  595 3.11249
1027 1117 2.79842
1042  445 9.28315
 963  563 0.41967
 705  166 9.33473
 868 1101 0.840832
1093  839 1.1713
 138  529 4.47487
1187  683 3.89275
 785  969 4.64943
 710  476 6.74147
 576  831 8.25187
 222  758 2.45207
 185  255 8.54774
 719  476 3.20394
 415  715 6.5739
 105   54 9.67227
 543  464 1.87929
 767  394 7.21245
 809   41 2.52863
 838   99 0.462546
  67 1086 0.928851
 847  510 5.02791
 502  698 9.12185
1155  428 1.77311
 355  906 7.42991
 526 1033 0.720026
  94  791 2.11471
 340 1052 5.65101
 109  153 8.77772
 880  626 7.68847
 394  962 5.85832
 308   55 3.54564
 696   66 6.16462
 785 1049 5.21816
 598  990 4.6384
 802  627 1.78717
1140 1116 6.27277
 384  472 1.68514
 158  875 5.45416
 830 1190 5.96848
 238  962 7.8787
 232  121 1.46478
1000   99 8.82785
 167  587 8.56598
 890  270 5.18924
1153  908 0.911852
 825   45 2.61681
 523   64 5.89759
 277  380 2.29287
1090  722 6.87377
 144  615 6.53901
   4  288 4.64474
 123  825 9.4614
 329  836 5.91988
 463  194 8.50395
 718  520 3.2107
 213  330 7.23772
 693  330 0.511874
 603  434 3.25323
 637  821 9.34622
 888  220 9.74561
 765  816 8.30624
 483  583 2.77255
1106  414 8.78875
 265  948 7.24596
  96  185 4.80902
 250 1194 9.16283
   9 1159 3.46221
 175  951 2.75541
 424 1126 7.25593
 667  607 6.31465
 100  278 0.879735
 801 1069 6.26525
 764  125 1.8524
 608  851 2.76691
 847  923 9.21434
 467  362 7.77744
 209  625 4.20084
1159  329 1.36345
 211  480 5.82588
  33  421 8.09805
 979 1133 1.16955
1142  840 7.55331
1014   94 2.86915
1127  589 7.67157
 745  242 7.53115
  66  509 3.92355
 602  366 5.65462
 448 1088 0.962591
 456  612 4.43869
1100  973 8.56342
 550  962 7.46793
 959  776 7.84152
 373  371 6.21704
 575  555 1.71987
 873  822 5.00532
1165   30 7.02118
  43  266 2.05744
1027  741 3.53013
  89  182 3.99984
 841  727 1.17917
 201  332 1.78202
 120  993 2.23533
1182 1186 9.31659
 768   13 3.62623
 992  948 7.5553
 531  229 8.42249
1092 1047 9.3349
  86  564 3.14325
 188   86 4.52204
 768  400 8.58164
 336  308 7.32952
 857  652 7.26663
 227 1176 2.41715
 970  641 6.35828
 904  989 7.77033
1013 1064 5.95317
 594  153 3.69428
 845  903 0.497778
 432  706 1.74949
1052   70 9.22537
  78  185 0.951614
   4  392 6.30625
1020  930 3.00127
 445  541 1.17359
1039  871 3.67224
 377  233 1.40323
 688 1188 2.21923
1080 1027 2.07598
 304  307 6.07923
 583  418 6.28841
 181  101 5.5214
1129  583 3.883
1009  982 5.90217
 118  345 1.71408
 384 1073 4.08754
 416  227 4.10035
 402 1100 8.77821
 574  219 9.53328
 838  849 1.14309
1140 1072 1.33545
 117  303 4.5842
1049 1022 0.982218
 504  157 6.10784
 107  370 4.00841
1069  914 4.74041
 357 1048 2.17005
 578  519 1.01568
 893  581 9.75494
 895  834 0.589565
 824  769 7.06288
  47 1073 4.72827
 391 1013 0.568046
 111  315 1.64527
 629   78 0.956619
 557  904 8.94242
 109  175 0.941486
 154  307 2.72185
 272  906 1.4604
 832  790 5.35534
 431  441 5.98895
 734 1109 4.33896
 260  872 9.58959
 759  446 7.27039
  14  194 2.04565
  35  598 4.45324
 157  633 1.51952
 293 1086 7.84251
 538  221 6.26408
1059  963 5.58303
 584 1091 7.56301
 509  655 2.19303
 917  288 0.999481
 128 1049 7.10288
 596  927 1.52134
 220   43 1.98121
1171 1022 2.81835
 326  133 6.15022
 968  559 1.62952
 273  425 7.23305
